season_id,season_label,anime_title,is_rerun,kind,index,song_title,artist,youtube_url,youtube_views,youtube_channel,anime_youtube_url,anime_youtube_views,anime_youtube_channel,last_searched_at
5806,2026夏アニメ,天幕のジャードゥーガル,False,ED,1,星,女王蜂,https://www.youtube.com/watch?v=bLQV43WeRvk,155932,tv asahi  animation YouTubeチャンネル,https://www.youtube.com/watch?v=bLQV43WeRvk,155932,tv asahi  animation YouTubeチャンネル,2026-07-14T09:03:33
5806,2026夏アニメ,盗掘王,False,OP,1,SHOW DOWN,QWER,https://www.youtube.com/watch?v=PVN8Pj_Ykyo,160213,KADOKAWAanime,https://www.youtube.com/watch?v=PVN8Pj_Ykyo,160213,KADOKAWAanime,2026-07-10T09:03:24
5806,2026夏アニメ,盗掘王,False,ED,1,To Be Continued,QWER,https://www.youtube.com/watch?v=PVN8Pj_Ykyo,160213,KADOKAWAanime,https://www.youtube.com/watch?v=PVN8Pj_Ykyo,160213,KADOKAWAanime,2026-07-10T09:03:33
5806,2026夏アニメ,透明な夜に駆ける君と、目に見えない恋をした。,False,OP,1,ひとひら,秦基博,,,,,,,
5806,2026夏アニメ,透明な夜に駆ける君と、目に見えない恋をした。,False,ED,1,光,櫻井優衣,,,,,,,
5806,2026夏アニメ,トミカとトム,False,主題歌,1,きみのたからもの,May J.,,,,,,,
5806,2026夏アニメ,逃げ上手の若君 第二期,False,OP,1,鬼事,中島健人,,,,,,,
5806,2026夏アニメ,逃げ上手の若君 第二期,False,ED,1,ロマンティックがほしいなら,ぼっちぼろまる,https://www.youtube.com/watch?v=VNl4J9b_xhE,6748896,アニプレックス チャンネル,https://www.youtube.com/watch?v=VNl4J9b_xhE,6748896,アニプレックス チャンネル,2026-07-15T09:08:02
5806,2026夏アニメ,二十世紀電氣目録-ユーレカ・エヴリカ-,False,OP,1,ユーレカ・エヴリカ,五阿弥ルナ,https://www.youtube.com/watch?v=PX-b7KO3HOw,73898,KyoaniChannel,https://www.youtube.com/watch?v=PX-b7KO3HOw,73898,KyoaniChannel,2026-07-14T09:04:13
5806,2026夏アニメ,二十世紀電氣目録-ユーレカ・エヴリカ-,False,ED,1,Soarin’,Ginger Root,https://www.youtube.com/watch?v=lJ6dDUwWOis,21147,KyoaniChannel,https://www.youtube.com/watch?v=lJ6dDUwWOis,21147,KyoaniChannel,2026-07-15T09:08:11
